time_sec,grid_power_mw,gas1_power_mw,gas2_power_mw,gas3_power_mw,wind_power_mw,solar_power_mw,bess_soc_percent,bess_power_mw,critical1_load_mw,critical2_load_mw,hvac_load_mw,aux_load_mw,total_load_mw
15000,15.0,8.5,8.5,7.14,2.25,0.0,33.3,1.24,18.46,18.08,3.12,2.96,42.62
15060,15.0,8.5,8.5,7.94,2.3,0.0,33.1,1.24,18.4,18.79,3.15,3.13,43.47
15120,15.0,8.5,8.5,8.04,2.3,0.0,32.9,1.24,18.64,18.48,3.03,3.41,43.57
15180,15.0,8.5,8.5,7.78,2.2,0.0,32.6,1.25,18.94,18.12,3.33,2.84,43.22
15240,15.0,8.5,8.5,8.73,2.13,0.0,32.4,1.26,18.37,18.72,3.37,3.67,44.12
15300,15.0,8.5,8.5,8.37,2.26,0.0,32.2,1.24,18.12,18.95,3.18,3.63,43.87
15360,15.0,8.5,8.5,8.21,2.24,0.0,32.0,1.24,18.64,18.5,3.34,3.22,43.7
15420,15.0,8.5,8.5,7.51,2.12,0.0,31.8,1.25,18.45,18.02,3.09,3.32,42.88
15480,15.0,8.5,8.5,8.75,2.29,0.0,31.6,1.24,18.84,18.91,3.05,3.49,44.28
15540,15.0,8.5,8.5,7.45,2.2,0.0,31.4,1.24,18.01,18.17,3.09,3.63,42.9
15600,15.0,8.5,8.5,7.26,2.23,0.0,31.2,1.24,18.15,18.29,3.07,3.22,42.73
15660,15.0,8.5,8.5,7.91,2.08,0.0,31.0,1.26,18.19,18.55,3.1,3.41,43.25
15720,15.0,8.5,8.5,7.95,2.08,0.0,30.8,1.26,18.84,18.15,3.03,3.27,43.29
15780,15.0,8.5,8.5,7.98,2.2,0.0,30.6,1.25,18.49,18.18,3.11,3.65,43.42
15840,15.0,8.5,8.5,7.96,2.26,0.0,30.4,1.24,18.49,18.59,3.1,3.29,43.46
15900,15.0,8.5,8.5,7.73,2.19,0.0,30.2,1.25,18.36,18.3,3.17,3.35,43.17
15960,15.0,8.5,8.5,7.55,2.14,0.0,29.9,1.25,18.79,18.22,3.09,2.84,42.95
16020,15.0,8.5,8.5,7.9,2.16,0.0,29.7,1.25,18.2,18.56,3.39,3.16,43.3
16080,15.0,8.5,8.5,7.71,2.27,0.0,29.5,1.24,18.49,18.64,3.22,2.86,43.21
16140,15.0,8.5,8.5,7.8,2.36,0.0,29.3,1.23,18.34,18.3,3.12,3.63,43.39
16200,15.0,8.5,8.5,7.06,2.25,0.0,29.1,1.24,18.09,18.03,3.17,3.26,42.55
16260,15.0,8.5,8.5,8.23,2.34,0.0,28.9,1.23,18.57,18.86,3.14,3.23,43.8
16320,15.0,8.5,8.5,7.54,2.31,0.0,28.7,1.23,18.19,18.59,3.16,3.14,43.08
16380,15.0,8.5,8.5,7.97,2.29,0.0,28.5,1.24,18.28,18.55,3.07,3.61,43.5
16440,15.0,8.5,8.5,8.47,2.43,0.0,28.3,1.22,18.27,18.96,3.27,3.62,44.12
16500,15.0,8.5,8.5,7.93,2.55,0.0,28.1,1.21,18.6,18.67,3.12,3.3,43.68
16560,15.0,8.5,8.5,7.81,2.4,0.0,27.9,1.22,18.3,18.47,3.16,3.49,43.43
16620,15.0,8.5,8.5,7.8,2.25,0.0,27.7,1.24,18.84,18.37,3.12,2.97,43.29
16680,15.0,8.5,8.5,8.38,2.22,0.0,27.5,1.25,18.36,18.9,3.13,3.45,43.85
16740,15.0,8.5,8.5,7.44,2.27,0.0,27.3,1.24,18.55,18.48,3.05,2.87,42.95
16800,15.0,8.5,8.5,7.77,2.31,0.0,27.1,1.23,18.53,18.63,3.04,3.12,43.32
16860,15.0,8.5,8.5,8.29,2.38,0.0,26.9,1.23,18.96,18.55,3.3,3.09,43.91
16920,15.0,8.5,8.5,7.47,2.37,0.0,26.7,1.23,18.5,18.12,3.17,3.27,43.06
16980,15.0,8.5,8.5,8.89,2.3,0.0,26.5,1.24,18.96,18.63,3.1,3.73,44.43
17040,15.0,8.5,8.5,8.02,2.19,0.0,26.2,1.25,18.12,18.89,3.38,3.07,43.46
17100,15.0,8.5,8.5,7.07,2.29,0.0,26.0,1.23,18.34,18.01,3.29,2.95,42.59
17160,15.0,8.5,8.5,8.74,2.16,0.0,25.8,1.26,18.84,18.67,3.06,3.59,44.15
17220,15.0,8.5,8.5,8.47,2.29,0.0,25.6,1.24,18.6,18.77,3.19,3.45,44.0
17280,15.0,8.5,8.5,8.25,2.48,0.0,25.4,1.22,18.94,18.84,3.3,2.87,43.95
17340,15.0,8.5,8.5,7.94,2.54,0.0,25.2,1.21,18.47,18.72,3.37,3.12,43.69
17400,15.0,8.5,8.5,7.87,2.48,0.0,25.0,1.21,18.46,18.29,3.22,3.59,43.56
17460,15.0,8.5,8.5,7.25,2.43,0.0,24.8,1.22,18.17,18.74,3.24,2.75,42.9
17520,15.0,8.5,8.5,9.33,2.52,0.0,24.8,0.0,18.5,18.36,3.29,3.7,43.85
17580,15.0,8.5,8.5,8.92,2.57,0.0,24.8,0.0,18.94,18.03,3.18,3.34,43.49
17640,15.0,8.5,8.5,8.13,2.6,0.0,24.8,0.0,18.15,18.49,3.24,2.85,42.73
17700,15.0,8.5,8.5,9.6,2.47,0.0,24.8,0.0,18.97,18.09,3.26,3.75,44.06
17760,15.0,8.5,8.5,9.44,2.47,0.0,24.8,0.0,18.51,18.71,3.02,3.66,43.9
17820,15.0,8.5,8.5,8.11,2.35,0.0,24.8,0.0,18.02,18.37,3.3,2.77,42.46
17880,15.0,8.5,8.5,8.8,2.33,0.0,24.8,0.0,18.18,18.76,3.0,3.18,43.13
17940,15.0,8.5,8.5,9.16,2.26,0.0,24.8,0.0,18.61,18.33,3.33,3.14,43.42
18000,15.0,8.5,8.5,8.59,2.41,0.0,24.8,0.0,18.09,18.18,3.28,3.45,43.0
18060,15.0,8.5,8.5,9.44,2.36,0.0,24.8,0.0,18.2,18.58,3.28,3.73,43.79
18120,15.0,8.5,8.5,9.29,2.48,0.0,24.8,0.0,18.62,18.65,3.12,3.37,43.77
18180,15.0,8.5,8.5,8.13,2.56,0.0,24.8,0.0,18.52,18.04,3.37,2.76,42.68
18240,15.0,8.5,8.5,9.04,2.48,0.0,24.8,0.0,18.32,18.41,3.23,3.57,43.52
18300,15.0,8.5,8.5,9.26,2.51,0.0,24.8,0.0,18.73,18.61,3.13,3.29,43.77
18360,15.01,8.5,8.5,10.0,2.48,0.0,24.8,0.0,18.89,18.64,3.29,3.67,44.48
18420,15.0,8.5,8.5,9.3,2.3,0.0,24.8,0.0,18.96,18.39,3.3,2.95,43.6
18480,15.0,8.5,8.5,9.06,2.38,0.0,24.8,0.0,18.66,18.4,3.32,3.05,43.44
18540,15.0,8.5,8.5,9.67,2.4,0.0,24.8,0.0,18.56,18.62,3.37,3.52,44.07
18600,15.0,8.5,8.5,8.92,2.26,0.0,24.8,0.0,18.26,18.2,3.07,3.65,43.18
18660,15.0,8.5,8.5,8.14,2.34,0.0,24.8,0.0,18.16,18.11,3.18,3.03,42.48
18720,15.0,8.5,8.5,9.07,2.42,0.0,24.8,0.0,18.33,18.66,3.19,3.31,43.49
18780,15.0,8.5,8.5,8.79,2.36,0.0,24.8,0.0,18.28,18.05,3.37,3.45,43.15
18840,15.0,8.5,8.5,8.73,2.31,0.0,24.8,0.0,18.03,18.65,3.36,3.0,43.04
18900,15.0,8.5,8.5,9.0,2.52,0.0,24.8,0.0,18.57,18.07,3.33,3.55,43.52
18960,15.0,8.5,8.5,8.49,2.59,0.0,24.8,0.0,18.17,18.32,3.11,3.48,43.07
19020,15.0,8.5,8.5,9.14,2.66,0.0,24.8,0.0,18.89,18.67,3.16,3.08,43.8
19080,15.0,8.5,8.5,8.68,2.54,0.0,24.8,0.0,18.19,18.62,3.34,3.07,43.22
19140,15.0,8.5,8.5,8.33,2.47,0.0,24.8,0.0,18.56,18.28,3.19,2.78,42.8
19200,15.0,8.5,8.5,9.73,2.54,0.0,24.8,0.0,18.78,18.89,3.28,3.32,44.27
19260,15.0,8.5,8.5,9.53,2.52,0.0,24.8,0.0,18.74,18.84,3.36,3.11,44.05
19320,15.0,8.5,8.5,8.41,2.39,0.0,24.8,0.0,18.44,18.15,3.28,2.93,42.8
19380,15.0,8.5,8.5,9.23,2.41,0.0,24.8,0.0,18.79,18.43,3.34,3.08,43.64
19440,15.0,8.5,8.5,8.89,2.38,0.0,24.8,0.0,18.93,18.2,3.33,2.81,43.27
19500,15.0,8.5,8.5,9.2,2.33,0.0,24.8,0.0,18.54,18.33,3.24,3.43,43.53
19560,15.0,8.5,8.5,9.59,2.41,0.0,24.8,0.0,18.83,18.84,3.02,3.32,44.01
19620,15.0,8.5,8.5,8.21,2.52,0.0,24.8,0.0,18.54,18.02,3.36,2.81,42.73
19680,15.0,8.5,8.5,8.37,2.33,0.0,24.8,0.0,18.03,18.19,3.01,3.48,42.71
19740,15.0,8.5,8.5,9.02,2.32,0.0,24.8,0.0,18.79,18.64,3.08,2.84,43.35
19800,15.0,8.5,8.5,8.66,2.37,0.0,24.8,0.0,18.19,18.5,3.0,3.34,43.03
19860,15.0,8.5,8.5,8.8,2.44,0.0,24.8,0.0,18.18,18.92,3.38,2.76,43.24
19920,15.0,8.5,8.5,9.59,2.28,0.0,24.8,0.0,18.28,18.63,3.32,3.63,43.86
19980,15.0,8.5,8.5,9.14,2.24,0.0,24.8,0.0,18.78,18.85,3.0,2.75,43.39
20040,15.0,8.5,8.5,8.72,2.18,0.0,24.8,0.0,18.07,18.49,3.33,3.01,42.9
20100,15.0,8.5,8.5,9.9,2.27,0.0,24.8,0.0,18.5,18.61,3.4,3.66,44.17
20160,15.0,8.5,8.5,8.82,2.14,0.0,24.8,0.0,18.14,18.38,3.07,3.38,42.96
20220,15.0,8.5,8.5,8.89,2.33,0.0,24.8,0.0,18.75,18.29,3.25,2.93,43.22
20280,15.0,8.5,8.5,9.37,2.42,0.0,24.8,0.0,18.13,18.94,3.33,3.39,43.8
20340,15.0,8.5,8.5,9.92,2.36,0.0,24.8,0.0,18.63,18.6,3.37,3.68,44.28
20400,15.0,8.5,8.5,9.19,2.47,0.0,24.8,0.0,18.92,18.36,3.34,3.04,43.66
20460,15.0,8.5,8.5,9.04,2.31,0.0,24.8,0.0,18.15,18.67,3.1,3.44,43.35
20520,15.19,8.5,8.5,10.0,2.14,0.0,24.8,0.0,18.86,18.74,3.04,3.69,44.33
20580,15.0,8.5,8.5,9.75,2.2,0.0,24.8,0.0,18.81,18.61,3.24,3.3,43.94
20640,15.0,8.5,8.5,9.39,2.33,0.0,24.8,0.0,18.37,18.55,3.19,3.6,43.71
20700,15.0,8.5,8.5,8.74,2.31,0.0,24.8,0.0,18.24,18.38,3.01,3.41,43.05
20760,15.0,8.5,8.5,9.06,2.27,0.0,24.8,0.0,18.59,18.28,3.15,3.32,43.34
20820,15.0,8.5,8.5,9.43,2.2,0.0,24.8,0.0,18.25,18.41,3.33,3.64,43.63
20880,15.0,8.5,8.5,9.96,2.27,0.0,24.8,0.0,18.83,18.57,3.13,3.7,44.23
20940,15.0,8.5,8.5,8.93,2.2,0.0,24.8,0.0,18.41,18.14,3.07,3.52,43.13
21000,15.48,8.5,8.5,10.0,2.26,0.0,24.8,0.0,18.93,18.88,3.33,3.6,44.75
21060,15.0,8.5,8.5,8.47,2.46,0.0,24.8,0.0,18.23,18.32,3.18,3.2,42.92
21120,15.0,8.5,8.5,8.96,2.48,0.0,24.8,0.0,18.26,18.52,3.02,3.65,43.44
21180,15.0,8.5,8.5,9.3,2.4,0.0,24.8,0.0,18.3,18.56,3.3,3.53,43.7
21240,15.0,8.5,8.5,9.45,2.35,0.0,24.8,0.0,18.02,18.82,3.35,3.62,43.8
21300,15.0,8.5,8.5,9.26,2.25,0.0,24.8,0.0,18.33,18.73,3.31,3.14,43.5
21360,15.0,8.5,8.5,9.25,2.17,0.0,24.8,0.0,18.68,18.95,3.03,2.76,43.42
21420,15.0,8.5,8.5,9.16,2.3,0.0,24.8,0.0,18.64,18.91,3.07,2.83,43.46
21480,15.0,8.5,8.5,8.78,2.27,0.0,24.8,0.0,18.35,18.79,3.16,2.76,43.05
21540,15.0,8.5,8.5,9.44,2.18,0.0,24.8,0.0,18.58,18.09,3.39,3.55,43.62
21600,15.0,8.5,8.5,9.66,1.86,0.0,24.8,0.0,18.81,18.28,3.25,3.17,43.51
21660,15.0,8.5,8.5,9.7,1.63,0.02,24.8,0.0,18.72,18.49,3.26,2.89,43.35
21720,15.0,8.5,8.5,9.2,1.55,0.03,24.8,0.0,18.21,18.07,3.26,3.24,42.78
21780,15.0,8.5,8.5,9.49,1.44,0.05,24.8,0.0,18.89,18.05,3.27,2.78,42.99
21840,15.39,8.5,8.5,10.0,1.62,0.07,24.8,0.0,18.28,18.92,3.28,3.59,44.07
21900,15.0,8.5,8.5,9.97,1.63,0.08,24.8,0.0,18.58,18.51,3.28,3.32,43.69
21960,15.32,8.5,8.5,10.0,1.69,0.1,24.8,0.0,18.2,18.98,3.29,3.64,44.11
22020,15.0,8.5,8.5,9.81,1.47,0.12,24.8,0.0,18.65,18.43,3.29,3.03,43.4
22080,15.44,8.5,8.5,10.0,1.34,0.14,24.8,0.0,18.71,18.36,3.3,3.55,43.92
22140,15.0,8.5,8.5,8.77,1.51,0.15,24.8,0.0,18.25,18.1,3.31,2.77,42.43
22200,15.0,8.5,8.5,8.89,1.55,0.16,24.8,0.0,18.17,18.29,3.31,2.82,42.6
22260,15.04,8.5,8.5,10.0,1.48,0.18,24.8,0.0,18.12,18.56,3.32,3.7,43.7
22320,15.0,8.5,8.5,9.86,1.47,0.2,24.8,0.0,18.8,18.01,3.33,3.39,43.53
22380,15.0,8.5,8.5,9.34,1.61,0.21,24.8,0.0,18.61,18.22,3.33,2.99,43.16
22440,15.0,8.5,8.5,9.42,1.43,0.23,24.8,0.0,18.05,18.67,3.34,3.03,43.08
22500,15.0,8.5,8.5,9.71,1.46,0.26,24.8,0.0,18.43,18.09,3.34,3.56,43.43
22560,15.0,8.5,8.5,9.81,1.52,0.26,24.8,0.0,18.09,18.72,3.35,3.43,43.59
22620,15.0,8.5,8.5,8.81,1.4,0.27,24.8,0.0,18.16,18.12,3.36,2.84,42.49
22680,15.0,8.5,8.5,9.81,1.47,0.29,24.8,0.0,18.3,18.81,3.36,3.1,43.57
22740,15.0,8.5,8.5,9.79,1.46,0.3,24.8,0.0,18.55,18.03,3.37,3.6,43.55
22800,15.0,8.5,8.5,9.86,1.45,0.33,24.8,0.0,18.4,18.26,3.38,3.61,43.65
22860,15.0,8.5,8.5,9.63,1.46,0.37,24.8,0.0,18.03,18.99,3.38,3.05,43.45
22920,15.0,8.5,8.5,9.54,1.57,0.36,24.8,0.0,18.63,18.37,3.39,3.08,43.46
22980,15.22,8.5,8.5,10.0,1.41,0.37,24.8,0.0,18.83,18.31,3.39,3.46,43.99
23040,15.0,8.5,8.5,9.52,1.38,0.39,24.8,0.0,18.83,18.01,3.4,3.05,43.29
23100,15.53,8.5,8.5,10.0,1.33,0.43,24.8,0.0,18.89,18.46,3.41,3.54,44.29
23160,15.0,8.5,8.5,8.97,1.36,0.43,24.8,0.0,18.27,18.11,3.41,2.97,42.75
23220,15.0,8.5,8.5,9.21,1.28,0.45,24.8,0.0,18.02,18.04,3.42,3.46,42.94
23280,15.0,8.5,8.5,9.33,1.25,0.48,24.8,0.0,18.2,18.42,3.43,3.02,43.06
23340,15.0,8.5,8.5,9.53,1.23,0.51,24.8,0.0,18.62,18.16,3.43,3.06,43.26
23400,15.63,8.5,8.5,10.0,1.22,0.49,24.8,0.0,18.95,18.59,3.44,3.37,44.34
23460,15.2,8.5,8.5,10.0,1.35,0.52,24.8,0.0,18.48,18.58,3.44,3.57,44.07
23520,15.0,8.5,8.5,9.41,1.37,0.52,24.8,0.0,18.37,18.09,3.45,3.39,43.3
23580,15.0,8.5,8.5,9.45,1.48,0.53,24.8,0.0,18.68,18.48,3.46,2.84,43.45
23640,15.0,8.5,8.5,9.68,1.57,0.57,24.8,0.0,18.6,18.56,3.46,3.2,43.82
23700,15.0,8.5,8.5,9.39,1.56,0.56,24.8,0.0,18.2,18.27,3.47,3.57,43.51
23760,15.0,8.5,8.5,9.36,1.55,0.63,24.8,0.0,18.34,18.32,3.47,3.4,43.54
23820,15.0,8.5,8.5,9.37,1.4,0.59,24.8,0.0,18.56,18.1,3.48,3.22,43.36
23880,15.44,8.5,8.5,10.0,1.42,0.66,24.8,0.0,18.62,18.84,3.49,3.56,44.51
23940,15.13,8.5,8.5,10.0,1.52,0.66,24.8,0.0,18.92,18.53,3.49,3.38,44.32
24000,15.0,8.5,8.5,9.42,1.66,0.68,24.8,0.0,18.53,18.21,3.5,3.51,43.76
24060,15.0,8.5,8.5,9.87,1.68,0.67,24.8,0.0,18.27,18.93,3.51,3.51,44.22
24120,15.0,8.5,8.5,9.46,1.65,0.68,24.8,0.0,18.72,18.08,3.51,3.48,43.79
24180,15.0,8.5,8.5,8.78,1.52,0.74,24.8,0.0,18.14,18.57,3.52,2.81,43.04
24240,15.0,8.5,8.5,8.88,1.64,0.71,24.8,0.0,18.13,18.05,3.53,3.51,43.22
24300,15.0,8.5,8.5,9.3,1.5,0.73,24.8,0.0,18.66,18.04,3.53,3.29,43.53
24360,15.0,8.5,8.5,9.79,1.48,0.78,24.8,0.0,18.42,18.38,3.54,3.72,44.06
24420,15.0,8.5,8.5,9.02,1.49,0.79,24.8,0.0,18.54,18.39,3.54,2.81,43.3
24480,15.0,8.5,8.5,9.7,1.47,0.84,24.8,0.0,18.62,18.52,3.55,3.32,44.01
24540,15.0,8.5,8.5,9.52,1.39,0.85,24.8,0.0,18.95,18.0,3.56,3.25,43.76
24600,15.0,8.5,8.5,9.96,1.54,0.85,24.8,0.0,18.84,18.5,3.56,3.46,44.35
24660,15.0,8.5,8.5,9.57,1.5,0.84,24.8,0.0,18.02,18.86,3.57,3.46,43.91
24720,15.0,8.5,8.5,9.21,1.37,0.9,24.8,0.0,18.7,18.23,3.57,2.97,43.48
24780,15.0,8.5,8.5,9.47,1.27,0.91,24.8,0.0,18.64,18.57,3.58,2.87,43.65
24840,15.0,8.5,8.5,9.39,1.41,0.93,24.8,0.0,18.5,18.81,3.59,2.83,43.72
24900,15.0,8.5,8.5,9.15,1.45,0.88,24.8,0.0,18.31,18.63,3.59,2.94,43.48
24960,15.0,8.5,8.5,9.49,1.6,0.91,24.8,0.0,18.26,18.42,3.6,3.71,43.99
25020,15.4,8.5,8.5,10.0,1.46,0.95,24.8,0.0,18.69,18.99,3.61,3.53,44.81
25080,15.0,8.5,8.5,9.66,1.49,0.97,24.8,0.0,18.32,18.64,3.61,3.55,44.12
25140,15.0,8.5,8.5,9.66,1.58,1.01,24.8,0.0,18.33,18.76,3.62,3.53,44.24
25200,15.0,8.5,8.5,9.61,1.59,1.04,24.8,0.0,18.3,18.74,3.62,3.57,44.24
25260,15.0,8.5,8.5,9.74,1.62,1.03,24.8,0.0,18.23,18.97,3.63,3.56,44.39
25320,15.0,8.5,8.5,9.99,1.51,0.99,24.8,0.0,18.64,18.52,3.64,3.69,44.49
25380,15.0,8.5,8.5,9.95,1.63,1.06,24.8,0.0,18.71,18.53,3.64,3.75,44.64
25440,15.0,8.5,8.5,9.89,1.49,1.09,24.8,0.0,18.71,18.57,3.65,3.53,44.47
25500,15.0,8.5,8.5,9.42,1.39,1.05,24.8,0.0,18.54,18.46,3.66,3.2,43.86
25560,15.0,8.5,8.5,9.18,1.46,1.09,24.8,0.0,18.77,18.14,3.66,3.16,43.73
25620,15.0,8.5,8.5,9.01,1.48,1.1,24.8,0.0,18.79,18.25,3.67,2.9,43.6
25680,15.0,8.5,8.5,9.17,1.44,1.19,24.8,0.0,18.88,18.47,3.68,2.77,43.8
25740,15.0,8.5,8.5,8.92,1.57,1.14,24.8,0.0,18.37,18.13,3.68,3.45,43.64
25800,15.0,8.5,8.5,8.83,1.61,1.15,24.8,0.0,18.54,18.19,3.69,3.18,43.59
25860,15.0,8.5,8.5,9.37,1.62,1.18,24.8,0.0,18.41,18.81,3.69,3.26,44.17
25920,15.0,8.5,8.5,9.66,1.65,1.24,24.8,0.0,18.96,18.89,3.7,3.01,44.55
25980,15.0,8.5,8.5,8.38,1.41,1.16,24.8,0.0,18.31,18.06,3.71,2.87,42.95
26040,15.0,8.5,8.5,8.59,1.61,1.2,24.8,0.0,18.33,18.2,3.71,3.16,43.4
26100,15.0,8.5,8.5,8.5,1.6,1.27,24.8,0.0,18.08,18.71,3.72,2.87,43.37
26160,15.0,8.5,8.5,9.39,1.44,1.23,24.8,0.0,18.79,18.39,3.73,3.15,44.06
26220,15.02,8.5,8.5,10.0,1.45,1.28,24.8,0.0,18.63,18.78,3.73,3.61,44.75
26280,15.0,8.5,8.5,8.85,1.52,1.28,24.8,0.0,18.33,18.18,3.74,3.4,43.65
26340,15.0,8.5,8.5,9.2,1.56,1.36,24.8,0.0,18.83,18.06,3.74,3.49,44.12
26400,15.0,8.5,8.5,9.58,1.46,1.38,24.8,0.0,18.82,18.55,3.75,3.28,44.41
26460,15.0,8.5,8.5,9.12,1.26,1.33,24.8,0.0,18.36,18.07,3.76,3.52,43.71
26520,15.0,8.5,8.5,8.73,1.32,1.42,24.8,0.0,18.13,18.23,3.76,3.34,43.47
26580,15.0,8.5,8.5,9.76,1.46,1.42,24.8,0.0,18.73,18.85,3.77,3.29,44.64
26640,15.0,8.5,8.5,8.41,1.44,1.44,24.8,0.0,18.52,18.19,3.77,2.81,43.29
26700,15.0,8.5,8.5,8.78,1.5,1.45,24.8,0.0,18.41,18.65,3.78,2.89,43.73
26760,15.0,8.5,8.5,8.77,1.47,1.4,24.8,0.0,18.72,18.35,3.79,2.79,43.64
26820,15.0,8.5,8.5,8.88,1.3,1.47,24.8,0.0,18.02,18.66,3.79,3.18,43.66
26880,15.11,8.5,8.5,10.0,1.48,1.51,24.8,0.0,18.96,18.82,3.8,3.53,45.11
26940,15.0,8.5,8.5,9.2,1.4,1.43,24.8,0.0,18.68,18.28,3.81,3.27,44.03
27000,15.0,8.5,8.5,8.73,1.3,1.49,24.8,0.0,18.56,18.04,3.81,3.1,43.52
27060,15.0,8.5,8.5,8.58,1.35,1.59,24.8,0.0,18.57,18.25,3.82,2.87,43.51
27120,15.0,8.5,8.5,9.45,1.39,1.56,24.8,0.0,18.97,18.44,3.83,3.16,44.4
27180,15.0,8.5,8.5,8.59,1.31,1.59,24.8,0.0,18.69,18.12,3.83,2.85,43.49
27240,15.0,8.5,8.5,9.58,1.35,1.61,24.8,0.0,18.76,18.68,3.84,3.26,44.54
27300,15.0,8.5,8.5,8.47,1.38,1.51,24.8,0.0,18.07,18.45,3.84,3.0,43.36
27360,15.0,8.5,8.5,8.14,1.36,1.58,24.8,0.0,18.17,18.0,3.85,3.05,43.08
27420,15.0,8.5,8.5,9.01,1.23,1.68,24.8,0.0,18.24,18.22,3.86,3.6,43.92
27480,15.0,8.5,8.5,9.72,1.36,1.6,24.8,0.0,18.4,18.71,3.86,3.7,44.68
27540,15.0,8.5,8.5,8.6,1.25,1.66,24.8,0.0,18.52,18.32,3.87,2.8,43.51
27600,15.0,8.5,8.5,9.09,1.28,1.65,24.8,0.0,18.33,18.75,3.88,3.07,44.01
27660,15.0,8.5,8.5,8.86,1.42,1.71,24.8,0.0,18.28,18.8,3.88,3.03,43.99
27720,15.0,8.5,8.5,8.15,1.48,1.66,24.8,0.0,18.01,18.48,3.89,2.91,43.29
27780,15.0,8.5,8.5,8.72,1.3,1.68,24.8,0.0,18.37,18.41,3.89,3.02,43.69
27840,15.0,8.5,8.5,9.46,1.55,1.72,24.8,0.0,18.72,18.49,3.9,3.61,44.73
27900,15.0,8.5,8.5,9.3,1.44,1.76,24.8,0.0,18.64,18.95,3.91,3.0,44.5
27960,15.0,8.5,8.5,8.79,1.51,1.79,24.8,0.0,18.66,18.58,3.91,2.93,44.08
28020,15.0,8.5,8.5,8.78,1.61,1.7,24.8,0.0,18.83,18.47,3.92,2.87,44.09
28080,15.0,8.5,8.5,8.29,1.56,1.79,24.8,0.0,18.24,18.37,3.93,3.1,43.64
28140,15.0,8.5,8.5,9.74,1.49,1.87,24.8,0.0,18.94,18.64,3.93,3.6,45.11
28200,15.0,8.5,8.5,8.99,1.38,1.76,24.8,0.0,18.28,18.23,3.94,3.68,44.13
28260,15.0,8.5,8.5,8.81,1.39,1.8,24.8,0.0,18.17,18.37,3.94,3.52,44.0
28320,15.0,8.5,8.5,9.01,1.37,1.78,24.8,0.0,18.59,18.62,3.95,2.99,44.15
28380,15.0,8.5,8.5,8.3,1.49,1.97,24.8,0.0,18.1,18.87,3.96,2.83,43.76
28440,15.0,8.5,8.5,9.91,1.38,1.88,24.8,0.0,18.94,18.79,3.96,3.48,45.16
28500,15.0,8.5,8.5,8.89,1.56,1.85,24.8,0.0,18.62,18.58,3.97,3.14,44.31
28560,15.0,8.5,8.5,8.41,1.6,1.92,24.8,0.0,18.46,18.68,3.98,2.8,43.92
28620,15.0,8.5,8.5,8.14,1.5,1.96,24.8,0.0,18.09,18.37,3.98,3.16,43.6
28680,15.0,8.5,8.5,9.27,1.47,1.91,24.8,0.0,18.67,18.52,3.99,3.48,44.65
28740,15.0,8.5,8.5,9.61,1.4,2.06,24.8,0.0,18.95,18.96,3.99,3.16,45.06
28800,15.0,8.5,8.5,8.74,1.53,1.9,24.8,0.0,18.97,18.18,4.0,3.01,44.16
28860,15.0,8.5,8.5,9.39,1.42,1.74,24.8,0.0,18.51,18.35,4.01,3.7,44.56
28920,15.0,8.5,8.5,9.16,1.37,1.76,24.8,0.0,18.42,18.6,4.01,3.24,44.28
28980,15.0,8.5,8.5,9.03,1.52,1.75,24.8,0.0,18.93,18.1,4.02,3.26,44.3
29040,15.0,8.5,8.5,8.44,1.4,1.9,24.8,0.0,18.69,18.25,4.02,2.77,43.74
29100,15.0,8.5,8.5,9.79,1.3,1.77,24.8,0.0,18.98,18.14,4.03,3.71,44.86
29160,15.13,8.5,8.5,10.0,1.24,1.95,24.8,0.0,18.93,18.61,4.04,3.75,45.32
29220,15.0,8.5,8.5,9.18,1.3,1.76,24.8,0.0,18.43,18.89,4.04,2.88,44.24
29280,15.0,8.5,8.5,8.43,1.48,2.01,24.8,0.0,18.63,18.31,4.05,2.94,43.93
29340,15.0,8.5,8.5,8.71,1.57,1.89,24.8,0.0,18.31,18.71,4.06,3.09,44.17
29400,15.0,8.5,8.5,8.89,1.47,1.75,24.8,0.0,18.05,18.51,4.06,3.49,44.11
29460,15.0,8.5,8.5,9.02,1.39,1.94,24.8,0.0,18.39,18.65,4.07,3.24,44.35
29520,15.0,8.5,8.5,9.49,1.52,2.05,24.8,0.0,18.75,18.54,4.07,3.69,45.06
29580,15.0,8.5,8.5,8.57,1.44,1.8,24.8,0.0,18.51,18.35,4.08,2.86,43.81
29640,15.0,8.5,8.5,9.32,1.44,1.73,24.8,0.0,18.95,18.37,4.09,3.08,44.49
29700,15.0,8.5,8.5,9.14,1.55,1.82,24.8,0.0,18.44,18.98,4.09,2.99,44.51
29760,15.0,8.5,8.5,9.3,1.44,1.94,24.8,0.0,18.79,18.94,4.1,2.85,44.68
29820,15.0,8.5,8.5,9.75,1.46,2.07,24.8,0.0,18.94,18.87,4.11,3.37,45.28
29880,15.0,8.5,8.5,9.65,1.31,1.82,24.8,0.0,18.56,18.8,4.11,3.31,44.78
29940,15.0,8.5,8.5,9.14,1.37,1.79,24.8,0.0,18.19,18.83,4.12,3.17,44.3
30000,15.0,8.5,8.5,9.21,1.39,1.86,24.8,0.0,18.36,18.96,4.12,3.03,44.47
30060,15.0,8.5,8.5,8.93,1.41,1.74,24.8,0.0,18.04,18.62,4.13,3.3,44.09
