time_sec,hour_of_day,load_mw,utilization_pct
22760,6.32,37.442,74.9
22770,6.33,37.437,74.9
22780,6.33,37.344,74.7
22790,6.33,37.388,74.8
22800,6.33,37.499,75.0
22810,6.34,36.84,73.7
22820,6.34,37.433,74.9
22830,6.34,38.226,76.5
22840,6.34,37.326,74.7
22850,6.35,37.286,74.6
22860,6.35,37.386,74.8
22870,6.35,37.831,75.7
22880,6.36,37.428,74.9
22890,6.36,37.337,74.7
22900,6.36,37.781,75.6
22910,6.36,37.873,75.7
22920,6.37,37.268,74.5
22930,6.37,37.702,75.4
22940,6.37,37.694,75.4
22950,6.38,37.116,74.2
22960,6.38,37.491,75.0
22970,6.38,36.678,73.4
22980,6.38,37.926,75.9
22990,6.39,37.221,74.4
23000,6.39,37.621,75.2
23010,6.39,38.007,76.0
23020,6.39,37.159,74.3
23030,6.4,37.926,75.9
23040,6.4,37.617,75.2
23050,6.4,37.313,74.6
23060,6.41,37.792,75.6
23070,6.41,37.632,75.3
23080,6.41,37.474,74.9
23090,6.41,38.381,76.8
23100,6.42,37.459,74.9
23110,6.42,37.605,75.2
23120,6.42,38.039,76.1
23130,6.42,38.532,77.1
23140,6.43,37.696,75.4
23150,6.43,37.379,74.8
23160,6.43,37.41,74.8
23170,6.44,38.016,76.0
23180,6.44,38.166,76.3
23190,6.44,38.285,76.6
23200,6.44,38.37,76.7
23210,6.45,38.295,76.6
23220,6.45,37.402,74.8
23230,6.45,38.339,76.7
23240,6.46,37.711,75.4
23250,6.46,37.625,75.3
23260,6.46,37.473,74.9
23270,6.46,36.937,73.9
23280,6.47,38.108,76.2
23290,6.47,37.197,74.4
23300,6.47,37.979,76.0
23310,6.47,37.38,74.8
23320,6.48,37.84,75.7
23330,6.48,38.137,76.3
23340,6.48,37.54,75.1
23350,6.49,37.865,75.7
23360,6.49,37.504,75.0
23370,6.49,37.58,75.2
23380,6.49,37.888,75.8
23390,6.5,37.807,75.6
23400,6.5,37.67,75.3
23410,6.5,37.047,74.1
23420,6.51,37.204,74.4
23430,6.51,38.222,76.4
23440,6.51,38.149,76.3
23450,6.51,36.586,73.2
23460,6.52,37.922,75.8
23470,6.52,38.58,77.2
23480,6.52,38.457,76.9
23490,6.53,38.857,77.7
23500,6.53,38.34,76.7
23510,6.53,37.742,75.5
23520,6.53,38.053,76.1
23530,6.54,38.139,76.3
23540,6.54,37.504,75.0
23550,6.54,38.176,76.4
23560,6.54,38.599,77.2
23570,6.55,38.884,77.8
23580,6.55,37.441,74.9
23590,6.55,39.047,78.1
23600,6.56,38.518,77.0
23610,6.56,38.269,76.5
23620,6.56,38.021,76.0
23630,6.56,37.427,74.9
23640,6.57,38.335,76.7
23650,6.57,38.009,76.0
23660,6.57,38.605,77.2
23670,6.58,38.674,77.3
23680,6.58,38.751,77.5
23690,6.58,37.922,75.8
23700,6.58,37.156,74.3
23710,6.59,38.737,77.5
23720,6.59,38.736,77.5
23730,6.59,38.271,76.5
23740,6.59,38.738,77.5
23750,6.6,38.497,77.0
23760,6.6,37.868,75.7
23770,6.6,38.848,77.7
23780,6.61,38.141,76.3
23790,6.61,38.736,77.5
23800,6.61,38.371,76.7
23810,6.61,37.56,75.1
23820,6.62,38.207,76.4
23830,6.62,39.055,78.1
23840,6.62,38.127,76.3
23850,6.62,38.714,77.4
23860,6.63,38.155,76.3
23870,6.63,39.049,78.1
23880,6.63,38.666,77.3
23890,6.64,39.426,78.9
23900,6.64,38.492,77.0
23910,6.64,37.385,74.8
23920,6.64,38.393,76.8
23930,6.65,39.298,78.6
23940,6.65,37.926,75.9
23950,6.65,38.031,76.1
23960,6.66,38.213,76.4
23970,6.66,37.997,76.0
23980,6.66,38.526,77.1
23990,6.66,38.091,76.2
24000,6.67,38.673,77.3
24010,6.67,38.699,77.4
24020,6.67,39.082,78.2
24030,6.67,39.405,78.8
24040,6.68,37.9,75.8
24050,6.68,38.531,77.1
24060,6.68,38.852,77.7
24070,6.69,39.139,78.3
24080,6.69,38.514,77.0
24090,6.69,39.131,78.3
24100,6.69,39.121,78.2
24110,6.7,38.61,77.2
24120,6.7,38.173,76.3
24130,6.7,38.634,77.3
24140,6.71,39.289,78.6
24150,6.71,39.023,78.0
24160,6.71,38.627,77.3
24170,6.71,38.386,76.8
24180,6.72,39.18,78.4
24190,6.72,39.426,78.9
24200,6.72,38.923,77.8
24210,6.72,39.115,78.2
24220,6.73,37.42,74.8
24230,6.73,37.96,75.9
24240,6.73,38.853,77.7
24250,6.74,38.124,76.2
24260,6.74,38.698,77.4
24270,6.74,38.268,76.5
24280,6.74,39.278,78.6
24290,6.75,39.663,79.3
24300,6.75,38.306,76.6
24310,6.75,38.647,77.3
24320,6.76,39.413,78.8
24330,6.76,38.989,78.0
24340,6.76,38.503,77.0
24350,6.76,38.157,76.3
24360,6.77,39.801,79.6
24370,6.77,39.262,78.5
24380,6.77,38.871,77.7
24390,6.78,39.211,78.4
24400,6.78,39.125,78.3
24410,6.78,39.269,78.5
24420,6.78,38.713,77.4
24430,6.79,39.583,79.2
24440,6.79,39.205,78.4
24450,6.79,39.593,79.2
24460,6.79,38.944,77.9
24470,6.8,39.637,79.3
24480,6.8,39.392,78.8
24490,6.8,39.328,78.7
24500,6.81,39.988,80.0
24510,6.81,38.833,77.7
24520,6.81,38.592,77.2
24530,6.81,38.823,77.6
24540,6.82,38.876,77.8
24550,6.82,37.59,75.2
24560,6.82,39.816,79.6
24570,6.83,39.494,79.0
24580,6.83,38.933,77.9
24590,6.83,39.167,78.3
24600,6.83,39.328,78.7
24610,6.84,39.531,79.1
24620,6.84,39.8,79.6
24630,6.84,39.117,78.2
24640,6.84,38.751,77.5
24650,6.85,39.805,79.6
24660,6.85,39.303,78.6
24670,6.85,39.824,79.6
24680,6.86,38.914,77.8
24690,6.86,39.157,78.3
24700,6.86,39.296,78.6
24710,6.86,39.46,78.9
24720,6.87,39.91,79.8
24730,6.87,39.227,78.5
24740,6.87,39.182,78.4
24750,6.88,40.403,80.8
24760,6.88,39.816,79.6
24770,6.88,38.825,77.7
24780,6.88,39.246,78.5
24790,6.89,38.839,77.7
24800,6.89,39.672,79.3
24810,6.89,39.142,78.3
24820,6.89,39.178,78.4
24830,6.9,39.053,78.1
24840,6.9,40.417,80.8
24850,6.9,40.174,80.3
24860,6.91,39.167,78.3
24870,6.91,39.797,79.6
24880,6.91,38.431,76.9
24890,6.91,39.261,78.5
24900,6.92,39.481,79.0
24910,6.92,39.53,79.1
24920,6.92,39.416,78.8
24930,6.92,39.332,78.7
24940,6.93,39.4,78.8
24950,6.93,39.18,78.4
24960,6.93,39.794,79.6
24970,6.94,39.045,78.1
24980,6.94,38.952,77.9
24990,6.94,40.416,80.8
25000,6.94,40.209,80.4
25010,6.95,39.266,78.5
25020,6.95,39.027,78.1
25030,6.95,39.589,79.2
25040,6.96,39.222,78.4
25050,6.96,39.971,79.9
25060,6.96,39.638,79.3
25070,6.96,39.764,79.5
25080,6.97,39.986,80.0
25090,6.97,38.84,77.7
25100,6.97,39.18,78.4
25110,6.97,38.645,77.3
25120,6.98,38.927,77.9
25130,6.98,39.583,79.2
25140,6.98,40.04,80.1
25150,6.99,39.289,78.6
25160,6.99,39.299,78.6
25170,6.99,39.305,78.6
25180,6.99,38.725,77.4
25190,7.0,39.823,79.6
25200,7.0,39.887,79.8
25210,7.0,39.97,79.9
25220,7.01,39.029,78.1
25230,7.01,39.558,79.1
25240,7.01,40.559,81.1
25250,7.01,39.927,79.9
25260,7.02,39.285,78.6
25270,7.02,39.37,78.7
25280,7.02,38.875,77.8
25290,7.03,39.815,79.6
25300,7.03,39.564,79.1
25310,7.03,39.661,79.3
25320,7.03,40.251,80.5
25330,7.04,39.432,78.9
25340,7.04,39.857,79.7
25350,7.04,39.806,79.6
25360,7.04,40.179,80.4
25370,7.05,39.884,79.8
25380,7.05,39.725,79.4
25390,7.05,40.278,80.6
25400,7.06,39.059,78.1
25410,7.06,39.05,78.1
25420,7.06,40.182,80.4
25430,7.06,40.384,80.8
25440,7.07,39.842,79.7
25450,7.07,40.407,80.8
25460,7.07,39.984,80.0
25470,7.08,40.159,80.3
25480,7.08,40.092,80.2
25490,7.08,39.825,79.7
25500,7.08,39.948,79.9
25510,7.09,40.184,80.4
25520,7.09,39.912,79.8
25530,7.09,40.236,80.5
25540,7.09,40.188,80.4
25550,7.1,40.057,80.1
25560,7.1,39.539,79.1
25570,7.1,39.975,80.0
25580,7.11,39.882,79.8
25590,7.11,39.655,79.3
25600,7.11,40.189,80.4
25610,7.11,39.694,79.4
25620,7.12,39.396,78.8
25630,7.12,39.381,78.8
25640,7.12,39.82,79.6
25650,7.12,40.712,81.4
25660,7.13,39.385,78.8
25670,7.13,39.791,79.6
25680,7.13,39.909,79.8
25690,7.14,39.927,79.9
25700,7.14,39.987,80.0
25710,7.14,39.505,79.0
25720,7.14,40.066,80.1
25730,7.15,40.603,81.2
25740,7.15,40.763,81.5
25750,7.15,40.337,80.7
25760,7.16,41.049,82.1
25770,7.16,40.465,80.9
25780,7.16,40.425,80.9
25790,7.16,40.771,81.5
25800,7.17,40.542,81.1
25810,7.17,40.3,80.6
25820,7.17,39.748,79.5
25830,7.17,39.926,79.9
25840,7.18,39.687,79.4
25850,7.18,40.305,80.6
25860,7.18,40.923,81.8
25870,7.19,40.925,81.8
25880,7.19,40.103,80.2
25890,7.19,40.34,80.7
25900,7.19,39.73,79.5
25910,7.2,40.97,81.9
25920,7.2,40.327,80.7
25930,7.2,40.018,80.0
25940,7.21,40.094,80.2
25950,7.21,39.803,79.6
25960,7.21,40.648,81.3
25970,7.21,40.625,81.3
25980,7.22,39.664,79.3
25990,7.22,40.046,80.1
26000,7.22,40.759,81.5
26010,7.22,40.365,80.7
26020,7.23,39.864,79.7
26030,7.23,40.109,80.2
26040,7.23,40.6,81.2
26050,7.24,40.697,81.4
26060,7.24,40.482,81.0
26070,7.24,40.382,80.8
26080,7.24,41.239,82.5
26090,7.25,40.383,80.8
26100,7.25,41.191,82.4
26110,7.25,40.333,80.7
26120,7.26,41.184,82.4
26130,7.26,40.765,81.5
26140,7.26,40.966,81.9
26150,7.26,41.464,82.9
26160,7.27,39.479,79.0
26170,7.27,40.09,80.2
26180,7.27,39.507,79.0
26190,7.28,41.059,82.1
26200,7.28,41.63,83.3
26210,7.28,39.423,78.8
26220,7.28,40.414,80.8
26230,7.29,40.634,81.3
26240,7.29,40.066,80.1
26250,7.29,40.273,80.5
26260,7.29,39.998,80.0
26270,7.3,40.919,81.8
26280,7.3,41.148,82.3
26290,7.3,40.606,81.2
26300,7.31,40.487,81.0
26310,7.31,40.568,81.1
26320,7.31,40.288,80.6
26330,7.31,40.189,80.4
26340,7.32,41.585,83.2
26350,7.32,40.756,81.5
26360,7.32,41.103,82.2
26370,7.33,41.145,82.3
26380,7.33,41.144,82.3
26390,7.33,40.946,81.9
26400,7.33,40.829,81.7
26410,7.34,41.223,82.4
26420,7.34,40.899,81.8
26430,7.34,41.006,82.0
26440,7.34,41.521,83.0
26450,7.35,40.568,81.1
26460,7.35,40.981,82.0
26470,7.35,40.936,81.9
26480,7.36,41.146,82.3
26490,7.36,39.947,79.9
26500,7.36,40.787,81.6
26510,7.36,40.529,81.1
26520,7.37,41.206,82.4
26530,7.37,41.352,82.7
26540,7.37,41.728,83.5
26550,7.38,40.572,81.1
26560,7.38,41.018,82.0
26570,7.38,40.931,81.9
26580,7.38,41.055,82.1
26590,7.39,41.655,83.3
26600,7.39,41.16,82.3
26610,7.39,40.863,81.7
26620,7.39,39.722,79.4
26630,7.4,40.719,81.4
26640,7.4,40.591,81.2
26650,7.4,41.643,83.3
26660,7.41,40.904,81.8
26670,7.41,41.391,82.8
26680,7.41,41.087,82.2
26690,7.41,41.086,82.2
26700,7.42,41.502,83.0
26710,7.42,40.683,81.4
26720,7.42,41.318,82.6
26730,7.42,41.554,83.1
26740,7.43,40.95,81.9
26750,7.43,41.284,82.6
26760,7.43,41.333,82.7
26770,7.44,41.357,82.7
26780,7.44,40.037,80.1
26790,7.44,42.055,84.1
26800,7.44,40.726,81.5
26810,7.45,41.455,82.9
26820,7.45,40.979,82.0
26830,7.45,41.409,82.8
26840,7.46,41.183,82.4
26850,7.46,40.881,81.8
26860,7.46,40.733,81.5
26870,7.46,40.288,80.6
26880,7.47,41.871,83.7
26890,7.47,40.688,81.4
26900,7.47,41.641,83.3
26910,7.47,41.093,82.2
26920,7.48,41.421,82.8
26930,7.48,40.731,81.5
26940,7.48,42.034,84.1
26950,7.49,41.664,83.3
26960,7.49,41.212,82.4
26970,7.49,41.571,83.1
26980,7.49,40.85,81.7
26990,7.5,40.78,81.6
27000,7.5,40.786,81.6
27010,7.5,40.945,81.9
27020,7.51,41.064,82.1
27030,7.51,41.123,82.2
27040,7.51,40.697,81.4
27050,7.51,40.877,81.8
27060,7.52,41.566,83.1
27070,7.52,41.895,83.8
27080,7.52,41.769,83.5
27090,7.53,41.314,82.6
27100,7.53,41.441,82.9
27110,7.53,41.423,82.8
27120,7.53,41.96,83.9
27130,7.54,41.107,82.2
27140,7.54,40.956,81.9
27150,7.54,41.352,82.7
27160,7.54,41.119,82.2
27170,7.55,41.796,83.6
27180,7.55,40.427,80.9
27190,7.55,41.646,83.3
27200,7.56,41.356,82.7
27210,7.56,41.438,82.9
27220,7.56,40.762,81.5
27230,7.56,40.887,81.8
27240,7.57,41.218,82.4
27250,7.57,40.861,81.7
27260,7.57,40.901,81.8
27270,7.58,41.986,84.0
27280,7.58,41.927,83.9
27290,7.58,41.836,83.7
27300,7.58,41.423,82.8
27310,7.59,42.134,84.3
27320,7.59,41.641,83.3
27330,7.59,41.467,82.9
27340,7.59,41.98,84.0
27350,7.6,41.649,83.3
27360,7.6,41.735,83.5
27370,7.6,42.061,84.1
27380,7.61,40.947,81.9
27390,7.61,41.958,83.9
27400,7.61,41.006,82.0
27410,7.61,42.251,84.5
27420,7.62,42.311,84.6
27430,7.62,41.895,83.8
27440,7.62,41.746,83.5
27450,7.62,42.008,84.0
27460,7.63,42.474,84.9
27470,7.63,41.136,82.3
27480,7.63,41.689,83.4
27490,7.64,41.786,83.6
27500,7.64,42.155,84.3
27510,7.64,40.723,81.4
27520,7.64,41.514,83.0
27530,7.65,41.989,84.0
27540,7.65,41.586,83.2
27550,7.65,42.159,84.3
27560,7.66,41.184,82.4
27570,7.66,41.398,82.8
27580,7.66,40.914,81.8
27590,7.66,41.125,82.3
27600,7.67,42.056,84.1
27610,7.67,42.008,84.0
27620,7.67,41.45,82.9
27630,7.67,41.904,83.8
27640,7.68,41.508,83.0
27650,7.68,42.022,84.0
27660,7.68,41.692,83.4
27670,7.69,41.471,82.9
27680,7.69,42.7,85.4
27690,7.69,42.063,84.1
27700,7.69,42.23,84.5
27710,7.7,42.31,84.6
27720,7.7,41.598,83.2
27730,7.7,41.856,83.7
27740,7.71,42.274,84.5
27750,7.71,42.228,84.5
27760,7.71,42.012,84.0
27770,7.71,41.198,82.4
27780,7.72,42.539,85.1
27790,7.72,41.982,84.0
27800,7.72,41.626,83.3
27810,7.72,41.929,83.9
27820,7.73,41.868,83.7
27830,7.73,42.453,84.9
27840,7.73,42.305,84.6
27850,7.74,42.668,85.3
27860,7.74,42.301,84.6
27870,7.74,41.987,84.0
27880,7.74,42.285,84.6
27890,7.75,42.62,85.2
27900,7.75,42.178,84.4
27910,7.75,42.062,84.1
27920,7.76,41.375,82.7
27930,7.76,41.752,83.5
27940,7.76,42.721,85.4
27950,7.76,42.086,84.2
27960,7.77,41.675,83.3
27970,7.77,42.04,84.1
27980,7.77,41.582,83.2
27990,7.78,41.807,83.6
28000,7.78,42.81,85.6
28010,7.78,42.134,84.3
28020,7.78,43.089,86.2
28030,7.79,42.485,85.0
28040,7.79,42.141,84.3
28050,7.79,42.032,84.1
28060,7.79,42.154,84.3
28070,7.8,42.716,85.4
28080,7.8,42.0,84.0
28090,7.8,41.702,83.4
28100,7.81,42.348,84.7
28110,7.81,42.168,84.3
28120,7.81,42.939,85.9
28130,7.81,42.388,84.8
28140,7.82,42.672,85.3
28150,7.82,42.346,84.7
28160,7.82,41.981,84.0
28170,7.83,42.555,85.1
28180,7.83,42.836,85.7
28190,7.83,42.807,85.6
28200,7.83,43.175,86.3
28210,7.84,42.833,85.7
28220,7.84,41.775,83.5
28230,7.84,43.249,86.5
28240,7.84,42.393,84.8
28250,7.85,42.648,85.3
28260,7.85,42.68,85.4
28270,7.85,42.634,85.3
28280,7.86,42.814,85.6
28290,7.86,41.803,83.6
28300,7.86,42.373,84.7
28310,7.86,42.661,85.3
28320,7.87,43.193,86.4
28330,7.87,42.493,85.0
28340,7.87,42.399,84.8
28350,7.88,42.581,85.2
28360,7.88,42.738,85.5
28370,7.88,42.03,84.1
28380,7.88,42.824,85.6
28390,7.89,42.98,86.0
28400,7.89,43.192,86.4
28410,7.89,42.5,85.0
28420,7.89,42.407,84.8
28430,7.9,42.228,84.5
28440,7.9,43.173,86.3
28450,7.9,42.141,84.3
28460,7.91,41.764,83.5
28470,7.91,42.144,84.3
28480,7.91,43.388,86.8
28490,7.91,42.374,84.7
28500,7.92,42.855,85.7
28510,7.92,43.147,86.3
28520,7.92,42.222,84.4
28530,7.92,42.824,85.6
28540,7.93,43.213,86.4
28550,7.93,42.664,85.3
28560,7.93,41.905,83.8
28570,7.94,42.871,85.7
28580,7.94,43.426,86.9
28590,7.94,42.821,85.6
28600,7.94,42.816,85.6
28610,7.95,41.849,83.7
28620,7.95,43.229,86.5
28630,7.95,43.15,86.3
28640,7.96,43.09,86.2
28650,7.96,43.079,86.2
28660,7.96,43.182,86.4
28670,7.96,43.607,87.2
28680,7.97,43.712,87.4
28690,7.97,42.283,84.6
28700,7.97,42.93,85.9
28710,7.97,43.731,87.5
28720,7.98,42.922,85.8
28730,7.98,43.434,86.9
28740,7.98,42.009,84.0
28750,7.99,43.207,86.4
28760,7.99,42.135,84.3
28770,7.99,43.319,86.6
28780,7.99,42.756,85.5
28790,8.0,42.876,85.8
28800,8.0,42.62,85.2
28810,8.0,42.871,85.7
28820,8.01,43.252,86.5
28830,8.01,43.783,87.6
28840,8.01,42.899,85.8
28850,8.01,43.552,87.1
28860,8.02,42.45,84.9
28870,8.02,43.103,86.2
28880,8.02,42.384,84.8
28890,8.03,43.096,86.2
28900,8.03,42.649,85.3
28910,8.03,43.488,87.0
28920,8.03,42.947,85.9
28930,8.04,43.154,86.3
28940,8.04,43.021,86.0
28950,8.04,43.364,86.7
28960,8.04,43.333,86.7
28970,8.05,42.599,85.2
28980,8.05,43.216,86.4
28990,8.05,43.012,86.0
29000,8.06,43.589,87.2
29010,8.06,42.534,85.1
29020,8.06,42.932,85.9
29030,8.06,43.233,86.5
29040,8.07,43.093,86.2
29050,8.07,42.966,85.9
29060,8.07,43.361,86.7
29070,8.07,42.781,85.6
29080,8.08,43.567,87.1
29090,8.08,43.226,86.5
29100,8.08,43.784,87.6
29110,8.09,42.321,84.6
29120,8.09,43.469,86.9
29130,8.09,43.219,86.4
29140,8.09,43.197,86.4
29150,8.1,42.729,85.5
29160,8.1,42.487,85.0
29170,8.1,43.242,86.5
29180,8.11,43.205,86.4
29190,8.11,43.561,87.1
29200,8.11,43.575,87.1
29210,8.11,43.152,86.3
29220,8.12,42.98,86.0
29230,8.12,42.946,85.9
29240,8.12,43.454,86.9
29250,8.12,42.962,85.9
29260,8.13,42.832,85.7
29270,8.13,43.55,87.1
29280,8.13,44.243,88.5
29290,8.14,42.679,85.4
29300,8.14,43.249,86.5
29310,8.14,42.869,85.7
29320,8.14,42.84,85.7
29330,8.15,43.141,86.3
29340,8.15,43.052,86.1
29350,8.15,43.017,86.0
29360,8.16,43.442,86.9
29370,8.16,42.774,85.5
29380,8.16,43.413,86.8
29390,8.16,43.289,86.6
29400,8.17,42.879,85.8
29410,8.17,42.921,85.8
29420,8.17,42.722,85.4
29430,8.18,42.966,85.9
29440,8.18,42.467,84.9
29450,8.18,43.502,87.0
29460,8.18,43.012,86.0
29470,8.19,42.304,84.6
29480,8.19,43.575,87.1
29490,8.19,43.425,86.8
29500,8.19,43.05,86.1
29510,8.2,42.282,84.6
29520,8.2,43.407,86.8
29530,8.2,43.889,87.8
29540,8.21,43.43,86.9
29550,8.21,43.685,87.4
29560,8.21,43.019,86.0
29570,8.21,42.597,85.2
29580,8.22,42.751,85.5
29590,8.22,42.693,85.4
29600,8.22,42.319,84.6
29610,8.22,42.671,85.3
29620,8.23,43.366,86.7
29630,8.23,42.631,85.3
29640,8.23,43.663,87.3
29650,8.24,44.275,88.5
29660,8.24,42.512,85.0
29670,8.24,43.006,86.0
29680,8.24,43.348,86.7
29690,8.25,42.701,85.4
29700,8.25,42.778,85.6
29710,8.25,43.179,86.4
29720,8.26,42.541,85.1
29730,8.26,42.899,85.8
29740,8.26,43.383,86.8
29750,8.26,42.74,85.5
29760,8.27,42.778,85.6
29770,8.27,42.563,85.1
29780,8.27,43.377,86.8
29790,8.28,43.033,86.1
29800,8.28,42.615,85.2
29810,8.28,43.214,86.4
29820,8.28,42.819,85.6
29830,8.29,43.193,86.4
29840,8.29,43.657,87.3
29850,8.29,43.23,86.5
29860,8.29,43.197,86.4
29870,8.3,42.599,85.2
29880,8.3,43.874,87.7
29890,8.3,43.045,86.1
29900,8.31,42.945,85.9
29910,8.31,42.14,84.3
29920,8.31,43.061,86.1
29930,8.31,43.621,87.2
29940,8.32,42.6,85.2
29950,8.32,42.536,85.1
29960,8.32,43.915,87.8
29970,8.32,42.765,85.5
29980,8.33,42.8,85.6
29990,8.33,43.802,87.6
30000,8.33,42.344,84.7
30010,8.34,43.01,86.0
30020,8.34,43.351,86.7
30030,8.34,42.682,85.4
30040,8.34,42.716,85.4
30050,8.35,42.58,85.2
30060,8.35,43.468,86.9
30070,8.35,43.131,86.3
30080,8.36,44.229,88.5
30090,8.36,42.204,84.4
30100,8.36,43.622,87.2
30110,8.36,43.915,87.8
30120,8.37,42.783,85.6
30130,8.37,43.263,86.5
30140,8.37,42.902,85.8
30150,8.38,43.048,86.1
30160,8.38,42.543,85.1
30170,8.38,42.712,85.4
30180,8.38,43.615,87.2
30190,8.39,42.247,84.5
30200,8.39,43.028,86.1
30210,8.39,41.971,83.9
30220,8.39,42.473,84.9
30230,8.4,43.581,87.2
30240,8.4,42.926,85.9
30250,8.4,43.518,87.0
30260,8.41,43.418,86.8
30270,8.41,42.274,84.5
30280,8.41,42.945,85.9
30290,8.41,42.784,85.6
30300,8.42,42.637,85.3
30310,8.42,42.614,85.2
30320,8.42,43.715,87.4
30330,8.43,42.729,85.5
30340,8.43,43.11,86.2
30350,8.43,43.19,86.4
30360,8.43,43.321,86.6
30370,8.44,43.462,86.9
30380,8.44,43.681,87.4
30390,8.44,42.465,84.9
30400,8.44,42.851,85.7
30410,8.45,42.955,85.9
30420,8.45,42.424,84.8
30430,8.45,43.402,86.8
30440,8.46,43.659,87.3
30450,8.46,42.902,85.8
30460,8.46,43.115,86.2
30470,8.46,43.178,86.4
30480,8.47,43.247,86.5
30490,8.47,42.712,85.4
30500,8.47,42.48,85.0
30510,8.47,42.964,85.9
30520,8.48,42.864,85.7
30530,8.48,43.318,86.6
30540,8.48,43.321,86.6
30550,8.49,43.41,86.8
30560,8.49,43.819,87.6
30570,8.49,43.354,86.7
30580,8.49,41.893,83.8
30590,8.5,43.107,86.2
30600,8.5,42.059,84.1
30610,8.5,42.26,84.5
30620,8.51,43.073,86.1
30630,8.51,42.945,85.9
30640,8.51,43.784,87.6
30650,8.51,42.481,85.0
30660,8.52,42.833,85.7
30670,8.52,42.819,85.6
30680,8.52,42.709,85.4
30690,8.53,42.997,86.0
30700,8.53,43.759,87.5
30710,8.53,42.254,84.5
30720,8.53,42.471,84.9
30730,8.54,42.666,85.3
30740,8.54,43.293,86.6
30750,8.54,42.648,85.3
30760,8.54,42.153,84.3
30770,8.55,43.5,87.0
30780,8.55,43.256,86.5
30790,8.55,43.375,86.8
30800,8.56,43.11,86.2
30810,8.56,42.746,85.5
30820,8.56,43.029,86.1
30830,8.56,42.02,84.0
30840,8.57,42.674,85.3
30850,8.57,43.509,87.0
30860,8.57,43.638,87.3
30870,8.57,42.166,84.3
30880,8.58,42.713,85.4
30890,8.58,42.493,85.0
30900,8.58,43.166,86.3
30910,8.59,42.887,85.8
30920,8.59,42.579,85.2
30930,8.59,43.607,87.2
30940,8.59,43.051,86.1
30950,8.6,43.343,86.7
30960,8.6,43.212,86.4
30970,8.6,42.333,84.7
30980,8.61,42.586,85.2
30990,8.61,43.727,87.5
31000,8.61,43.956,87.9
31010,8.61,42.629,85.3
31020,8.62,42.699,85.4
31030,8.62,43.032,86.1
31040,8.62,43.751,87.5
31050,8.62,43.344,86.7
31060,8.63,42.897,85.8
31070,8.63,42.982,86.0
31080,8.63,42.989,86.0
31090,8.64,42.467,84.9
31100,8.64,42.695,85.4
31110,8.64,43.066,86.1
31120,8.64,43.443,86.9
31130,8.65,43.264,86.5
31140,8.65,43.627,87.3
31150,8.65,43.009,86.0
31160,8.66,42.847,85.7
31170,8.66,43.704,87.4
31180,8.66,43.695,87.4
31190,8.66,42.66,85.3
31200,8.67,42.743,85.5
31210,8.67,43.091,86.2
31220,8.67,42.886,85.8
31230,8.68,43.041,86.1
31240,8.68,41.193,82.4
31250,8.68,43.309,86.6
31260,8.68,42.357,84.7
31270,8.69,43.596,87.2
31280,8.69,43.449,86.9
31290,8.69,42.89,85.8
31300,8.69,43.011,86.0
31310,8.7,41.957,83.9
31320,8.7,43.778,87.6
31330,8.7,42.709,85.4
31340,8.71,42.997,86.0
31350,8.71,43.222,86.4
31360,8.71,42.532,85.1
31370,8.71,42.915,85.8
31380,8.72,42.962,85.9
31390,8.72,43.93,87.9
31400,8.72,42.357,84.7
31410,8.72,42.785,85.6
31420,8.73,43.915,87.8
31430,8.73,42.726,85.5
31440,8.73,43.209,86.4
31450,8.74,42.936,85.9
31460,8.74,43.882,87.8
31470,8.74,43.036,86.1
31480,8.74,43.631,87.3
31490,8.75,42.218,84.4
31500,8.75,42.023,84.0
31510,8.75,42.99,86.0
31520,8.76,43.477,87.0
31530,8.76,43.8,87.6
31540,8.76,42.451,84.9
31550,8.76,43.019,86.0
31560,8.77,42.096,84.2
31570,8.77,43.035,86.1
31580,8.77,43.729,87.5
31590,8.78,43.092,86.2
31600,8.78,42.575,85.1
31610,8.78,43.835,87.7
31620,8.78,42.355,84.7
31630,8.79,42.944,85.9
31640,8.79,42.679,85.4
31650,8.79,42.175,84.4
31660,8.79,42.789,85.6
31670,8.8,43.317,86.6
31680,8.8,43.433,86.9
31690,8.8,42.195,84.4
31700,8.81,42.954,85.9
31710,8.81,43.496,87.0
31720,8.81,43.294,86.6
31730,8.81,42.852,85.7
31740,8.82,43.049,86.1
31750,8.82,42.857,85.7
31760,8.82,43.754,87.5
31770,8.82,43.222,86.4
31780,8.83,42.889,85.8
31790,8.83,42.827,85.7
31800,8.83,43.048,86.1
31810,8.84,43.987,88.0
31820,8.84,42.956,85.9
31830,8.84,42.855,85.7
31840,8.84,42.322,84.6
31850,8.85,42.547,85.1
31860,8.85,43.853,87.7
31870,8.85,43.908,87.8
31880,8.86,43.493,87.0
31890,8.86,43.466,86.9
31900,8.86,43.33,86.7
31910,8.86,42.936,85.9
31920,8.87,43.096,86.2
31930,8.87,42.702,85.4
31940,8.87,43.332,86.7
31950,8.88,42.735,85.5
31960,8.88,42.648,85.3
31970,8.88,43.426,86.9
31980,8.88,43.991,88.0
31990,8.89,42.956,85.9
32000,8.89,42.794,85.6
32010,8.89,43.134,86.3
32020,8.89,41.886,83.8
32030,8.9,41.879,83.8
32040,8.9,43.259,86.5
32050,8.9,43.175,86.3
32060,8.91,43.569,87.1
