time_sec,hour_of_day,power_mw,irradiance_w_m2
24210,6.72,1.993,199.3
24220,6.73,1.791,179.1
24230,6.73,1.957,195.7
24240,6.73,1.841,184.1
24250,6.74,1.144,114.4
24260,6.74,1.811,181.1
24270,6.74,1.299,129.9
24280,6.74,1.897,189.7
24290,6.75,2.036,203.6
24300,6.75,1.962,196.2
24310,6.75,1.71,171.0
24320,6.76,1.913,191.3
24330,6.76,1.786,178.6
24340,6.76,2.03,203.0
24350,6.76,2.057,205.7
24360,6.77,1.957,195.7
24370,6.77,1.53,153.0
24380,6.77,1.898,189.8
24390,6.78,2.087,208.7
24400,6.78,2.256,225.6
24410,6.78,2.153,215.3
24420,6.78,1.989,198.9
24430,6.79,1.892,189.2
24440,6.79,2.104,210.4
24450,6.79,2.184,218.4
24460,6.79,1.947,194.7
24470,6.8,2.107,210.7
24480,6.8,1.577,157.7
24490,6.8,2.04,204.0
24500,6.81,2.242,224.2
24510,6.81,2.205,220.5
24520,6.81,2.116,211.6
24530,6.81,1.912,191.2
24540,6.82,2.14,214.0
24550,6.82,2.18,218.0
24560,6.82,2.103,210.3
24570,6.83,1.945,194.5
24580,6.83,2.251,225.1
24590,6.83,2.189,218.9
24600,6.83,2.07,207.0
24610,6.84,2.049,204.9
24620,6.84,2.066,206.6
24630,6.84,2.209,220.9
24640,6.84,1.883,188.3
24650,6.85,2.269,226.9
24660,6.85,2.151,215.1
24670,6.85,2.188,218.8
24680,6.86,1.87,187.0
24690,6.86,2.232,223.2
24700,6.86,2.161,216.1
24710,6.86,1.644,164.4
24720,6.87,2.161,216.1
24730,6.87,2.0,200.0
24740,6.87,1.846,184.6
24750,6.88,1.84,184.0
24760,6.88,2.235,223.5
24770,6.88,2.423,242.3
24780,6.88,2.274,227.4
24790,6.89,1.602,160.2
24800,6.89,2.288,228.8
24810,6.89,2.339,233.9
24820,6.89,2.168,216.8
24830,6.9,2.281,228.1
24840,6.9,2.216,221.6
24850,6.9,2.216,221.6
24860,6.91,2.203,220.3
24870,6.91,2.496,249.6
24880,6.91,2.366,236.6
24890,6.91,2.497,249.7
24900,6.92,1.95,195.0
24910,6.92,2.24,224.0
24920,6.92,1.595,159.5
24930,6.92,2.361,236.1
24940,6.93,2.41,241.0
24950,6.93,2.379,237.9
24960,6.93,2.407,240.7
24970,6.94,2.491,249.1
24980,6.94,2.409,240.9
24990,6.94,2.497,249.7
25000,6.94,2.514,251.4
25010,6.95,2.417,241.7
25020,6.95,2.391,239.1
25030,6.95,2.456,245.6
25040,6.96,2.473,247.3
25050,6.96,2.605,260.5
25060,6.96,2.618,261.8
25070,6.96,2.566,256.6
25080,6.97,2.496,249.6
25090,6.97,2.475,247.5
25100,6.97,2.588,258.8
25110,6.97,2.561,256.1
25120,6.98,2.458,245.8
25130,6.98,2.49,249.0
25140,6.98,2.574,257.4
25150,6.99,2.499,249.9
25160,6.99,2.713,271.3
25170,6.99,2.536,253.6
25180,6.99,2.641,264.1
25190,7.0,2.493,249.3
25200,7.0,2.598,259.8
25210,7.0,2.609,260.9
25220,7.01,2.592,259.2
25230,7.01,2.659,265.9
25240,7.01,2.011,201.1
25250,7.01,2.529,252.9
25260,7.02,2.701,270.1
25270,7.02,2.71,271.0
25280,7.02,2.699,269.9
25290,7.03,2.018,201.8
25300,7.03,2.494,249.4
25310,7.03,2.546,254.6
25320,7.03,2.862,286.2
25330,7.04,2.578,257.8
25340,7.04,2.591,259.1
25350,7.04,2.662,266.2
25360,7.04,2.819,281.9
25370,7.05,2.927,292.7
25380,7.05,2.526,252.6
25390,7.05,2.673,267.3
25400,7.06,2.385,238.5
25410,7.06,2.704,270.4
25420,7.06,2.703,270.3
25430,7.06,1.701,170.1
25440,7.07,2.679,267.9
25450,7.07,2.697,269.7
25460,7.07,2.937,293.7
25470,7.08,2.833,283.3
25480,7.08,2.744,274.4
25490,7.08,2.013,201.3
25500,7.08,2.614,261.4
25510,7.09,2.946,294.6
25520,7.09,2.89,289.0
25530,7.09,2.985,298.5
25540,7.09,2.995,299.5
25550,7.1,1.935,193.5
25560,7.1,2.959,295.9
25570,7.1,3.022,302.2
25580,7.11,2.919,291.9
25590,7.11,2.752,275.2
25600,7.11,2.621,262.1
25610,7.11,2.845,284.5
25620,7.12,3.011,301.1
25630,7.12,3.118,311.8
25640,7.12,2.845,284.5
25650,7.12,2.724,272.4
25660,7.13,2.981,298.1
25670,7.13,2.229,222.9
25680,7.13,2.784,278.4
25690,7.14,3.018,301.8
25700,7.14,2.888,288.8
25710,7.14,2.876,287.6
25720,7.14,2.987,298.7
25730,7.15,2.946,294.6
25740,7.15,3.063,306.3
25750,7.15,2.932,293.2
25760,7.16,2.249,224.9
25770,7.16,3.047,304.7
25780,7.16,2.892,289.2
25790,7.16,3.159,315.9
25800,7.17,2.976,297.6
25810,7.17,2.863,286.3
25820,7.17,2.242,224.2
25830,7.17,2.836,283.6
25840,7.18,2.995,299.5
25850,7.18,3.124,312.4
25860,7.18,2.559,255.9
25870,7.19,3.246,324.6
25880,7.19,3.132,313.2
25890,7.19,3.253,325.3
25900,7.19,3.114,311.4
25910,7.2,3.148,314.8
25920,7.2,3.111,311.1
25930,7.2,2.656,265.6
25940,7.21,3.13,313.0
25950,7.21,2.668,266.8
25960,7.21,3.11,311.0
25970,7.21,3.125,312.5
25980,7.22,3.153,315.3
25990,7.22,3.096,309.6
26000,7.22,3.414,341.4
26010,7.22,2.147,214.7
26020,7.23,3.038,303.8
26030,7.23,3.144,314.4
26040,7.23,3.15,315.0
26050,7.24,3.372,337.2
26060,7.24,3.321,332.1
26070,7.24,2.299,229.9
26080,7.24,3.296,329.6
26090,7.25,3.212,321.2
26100,7.25,3.252,325.2
26110,7.25,3.135,313.5
26120,7.26,3.217,321.7
26130,7.26,3.253,325.3
26140,7.26,2.303,230.3
26150,7.26,2.697,269.7
26160,7.27,2.481,248.1
26170,7.27,3.229,322.9
26180,7.27,3.117,311.7
26190,7.28,2.342,234.2
26200,7.28,3.436,343.6
26210,7.28,2.262,226.2
26220,7.28,3.482,348.2
26230,7.29,3.352,335.2
26240,7.29,3.225,322.5
26250,7.29,3.156,315.6
26260,7.29,3.177,317.7
26270,7.3,3.298,329.8
26280,7.3,2.844,284.4
26290,7.3,2.988,298.8
26300,7.31,3.218,321.8
26310,7.31,3.185,318.5
26320,7.31,3.0,300.0
26330,7.31,2.964,296.4
26340,7.32,3.373,337.3
26350,7.32,3.334,333.4
26360,7.32,3.521,352.1
26370,7.33,3.384,338.4
26380,7.33,3.5,350.0
26390,7.33,3.488,348.8
26400,7.33,3.152,315.2
26410,7.34,3.444,344.4
26420,7.34,3.269,326.9
26430,7.34,3.397,339.7
26440,7.34,2.824,282.4
26450,7.35,3.43,343.0
26460,7.35,3.599,359.9
26470,7.35,3.443,344.3
26480,7.36,3.437,343.7
26490,7.36,3.525,352.5
26500,7.36,3.551,355.1
26510,7.36,3.296,329.6
26520,7.37,3.435,343.5
26530,7.37,3.445,344.5
26540,7.37,2.813,281.3
26550,7.38,3.593,359.3
26560,7.38,3.412,341.2
26570,7.38,3.568,356.8
26580,7.38,3.67,367.0
26590,7.39,3.467,346.7
26600,7.39,3.611,361.1
26610,7.39,2.732,273.2
26620,7.39,3.721,372.1
26630,7.4,2.813,281.3
26640,7.4,3.56,356.0
26650,7.4,3.553,355.3
26660,7.41,3.585,358.5
26670,7.41,3.455,345.5
26680,7.41,2.514,251.4
26690,7.41,2.852,285.2
26700,7.42,3.693,369.3
26710,7.42,3.552,355.2
26720,7.42,3.474,347.4
26730,7.42,3.722,372.2
26740,7.43,3.583,358.3
26750,7.43,3.585,358.5
26760,7.43,3.7,370.0
26770,7.44,3.786,378.6
26780,7.44,3.644,364.4
26790,7.44,3.778,377.8
26800,7.44,3.749,374.9
26810,7.45,3.689,368.9
26820,7.45,3.692,369.2
26830,7.45,3.813,381.3
26840,7.46,3.505,350.5
26850,7.46,3.778,377.8
26860,7.46,3.879,387.9
26870,7.46,3.765,376.5
26880,7.47,3.577,357.7
26890,7.47,3.605,360.5
26900,7.47,3.684,368.4
26910,7.47,3.887,388.7
26920,7.48,3.686,368.6
26930,7.48,3.619,361.9
26940,7.48,3.845,384.5
26950,7.49,3.838,383.8
26960,7.49,3.876,387.6
26970,7.49,3.914,391.4
26980,7.49,3.065,306.5
26990,7.5,3.192,319.2
27000,7.5,3.792,379.2
27010,7.5,3.612,361.2
27020,7.51,3.852,385.2
27030,7.51,3.735,373.5
27040,7.51,3.169,316.9
27050,7.51,3.931,393.1
27060,7.52,3.964,396.4
27070,7.52,3.873,387.3
27080,7.52,3.78,378.0
27090,7.53,3.988,398.8
27100,7.53,3.623,362.3
27110,7.53,3.813,381.3
27120,7.53,3.983,398.3
27130,7.54,4.111,411.1
27140,7.54,3.812,381.2
27150,7.54,2.595,259.5
27160,7.54,2.402,240.2
27170,7.55,3.852,385.2
27180,7.55,3.877,387.7
27190,7.55,3.771,377.1
27200,7.56,3.992,399.2
27210,7.56,3.187,318.7
27220,7.56,3.974,397.4
27230,7.56,4.121,412.1
27240,7.57,3.982,398.2
27250,7.57,3.965,396.5
27260,7.57,3.968,396.8
27270,7.58,4.016,401.6
27280,7.58,4.015,401.5
27290,7.58,3.949,394.9
27300,7.58,4.181,418.1
27310,7.59,4.19,419.0
27320,7.59,2.917,291.7
27330,7.59,3.879,387.9
27340,7.59,4.009,400.9
27350,7.6,4.032,403.2
27360,7.6,4.126,412.6
27370,7.6,3.97,397.0
27380,7.61,3.973,397.3
27390,7.61,4.161,416.1
27400,7.61,4.114,411.4
27410,7.61,4.046,404.6
27420,7.62,4.094,409.4
27430,7.62,4.055,405.5
27440,7.62,3.111,311.1
27450,7.62,4.189,418.9
27460,7.63,4.181,418.1
27470,7.63,4.075,407.5
27480,7.63,4.207,420.7
27490,7.64,4.137,413.7
27500,7.64,3.952,395.2
27510,7.64,4.128,412.8
27520,7.64,3.198,319.8
27530,7.65,2.467,246.7
27540,7.65,4.285,428.5
27550,7.65,4.254,425.4
27560,7.66,4.103,410.3
27570,7.66,4.36,436.0
27580,7.66,4.214,421.4
27590,7.66,4.162,416.2
27600,7.67,4.336,433.6
27610,7.67,4.331,433.1
27620,7.67,4.235,423.5
27630,7.67,4.368,436.8
27640,7.68,4.311,431.1
27650,7.68,4.069,406.9
27660,7.68,4.397,439.7
27670,7.69,4.28,428.0
27680,7.69,4.42,442.0
27690,7.69,4.287,428.7
27700,7.69,4.304,430.4
27710,7.7,4.251,425.1
27720,7.7,4.473,447.3
27730,7.7,4.307,430.7
27740,7.71,4.298,429.8
27750,7.71,3.891,389.1
27760,7.71,4.406,440.6
27770,7.71,4.278,427.8
27780,7.72,4.399,439.9
27790,7.72,4.539,453.9
27800,7.72,4.445,444.5
27810,7.72,3.561,356.1
27820,7.73,3.795,379.5
27830,7.73,4.452,445.2
27840,7.73,4.296,429.6
27850,7.74,4.454,445.4
27860,7.74,4.373,437.3
27870,7.74,4.407,440.7
27880,7.74,4.466,446.6
27890,7.75,4.479,447.9
27900,7.75,4.444,444.4
27910,7.75,4.255,425.5
27920,7.76,4.34,434.0
27930,7.76,4.386,438.6
27940,7.76,4.467,446.7
27950,7.76,4.463,446.3
27960,7.77,2.743,274.3
27970,7.77,3.341,334.1
27980,7.77,4.648,464.8
27990,7.78,3.002,300.2
28000,7.78,4.535,453.5
28010,7.78,4.629,462.9
28020,7.78,4.435,443.5
28030,7.79,4.396,439.6
28040,7.79,4.677,467.7
28050,7.79,4.509,450.9
28060,7.79,4.72,472.0
28070,7.8,4.613,461.3
28080,7.8,4.589,458.9
28090,7.8,4.527,452.7
28100,7.81,3.453,345.3
28110,7.81,4.558,455.8
28120,7.81,4.71,471.0
28130,7.81,4.488,448.8
28140,7.82,4.658,465.8
28150,7.82,4.585,458.5
28160,7.82,3.786,378.6
28170,7.83,4.485,448.5
28180,7.83,4.683,468.3
28190,7.83,4.55,455.0
28200,7.83,4.595,459.5
28210,7.84,4.752,475.2
28220,7.84,4.587,458.7
28230,7.84,4.833,483.3
28240,7.84,4.679,467.9
28250,7.85,3.0,300.0
28260,7.85,4.75,475.0
28270,7.85,3.553,355.3
28280,7.86,4.639,463.9
28290,7.86,4.719,471.9
28300,7.86,4.733,473.3
28310,7.86,4.714,471.4
28320,7.87,4.606,460.6
28330,7.87,2.912,291.2
28340,7.87,3.835,383.5
28350,7.88,4.618,461.8
28360,7.88,4.794,479.4
28370,7.88,4.025,402.5
28380,7.88,3.346,334.6
28390,7.89,4.732,473.2
28400,7.89,2.821,282.1
28410,7.89,4.718,471.8
28420,7.89,4.967,496.7
28430,7.9,3.805,380.5
28440,7.9,4.725,472.5
28450,7.9,4.594,459.4
28460,7.91,4.753,475.3
28470,7.91,4.932,493.2
28480,7.91,4.663,466.3
28490,7.91,4.721,472.1
28500,7.92,4.731,473.1
28510,7.92,4.906,490.6
28520,7.92,4.23,423.0
28530,7.92,3.941,394.1
28540,7.93,4.814,481.4
28550,7.93,4.826,482.6
28560,7.93,4.709,470.9
28570,7.94,3.048,304.8
28580,7.94,4.761,476.1
28590,7.94,4.938,493.8
28600,7.94,5.008,500.8
28610,7.95,4.889,488.9
28620,7.95,4.713,471.3
28630,7.95,4.788,478.8
28640,7.96,4.882,488.2
28650,7.96,4.821,482.1
28660,7.96,4.723,472.3
28670,7.96,4.79,479.0
28680,7.97,5.043,504.3
28690,7.97,5.101,510.1
28700,7.97,4.996,499.6
28710,7.97,4.178,417.8
28720,7.98,4.962,496.2
28730,7.98,3.275,327.5
28740,7.98,4.913,491.3
28750,7.99,5.194,519.4
28760,7.99,4.787,478.7
28770,7.99,5.161,516.1
28780,7.99,5.093,509.3
28790,8.0,3.474,347.4
28800,8.0,4.948,494.8
28810,8.0,5.099,509.9
28820,8.01,4.912,491.2
28830,8.01,5.074,507.4
28840,8.01,5.019,501.9
28850,8.01,4.834,483.4
28860,8.02,4.972,497.2
28870,8.02,4.095,409.5
28880,8.02,5.014,501.4
28890,8.03,3.033,303.3
28900,8.03,5.123,512.3
28910,8.03,3.222,322.2
28920,8.03,5.22,522.0
28930,8.04,3.483,348.3
28940,8.04,4.442,444.2
28950,8.04,5.11,511.0
28960,8.04,2.972,297.2
28970,8.05,3.783,378.3
28980,8.05,5.149,514.9
28990,8.05,5.057,505.7
29000,8.06,5.05,505.0
29010,8.06,5.157,515.7
29020,8.06,3.546,354.6
29030,8.06,5.29,529.0
29040,8.07,5.102,510.2
29050,8.07,5.091,509.1
29060,8.07,5.139,513.9
29070,8.07,5.112,511.2
29080,8.08,5.187,518.7
29090,8.08,5.103,510.3
29100,8.08,4.121,412.1
29110,8.09,5.152,515.2
29120,8.09,5.294,529.4
29130,8.09,5.243,524.3
29140,8.09,5.286,528.6
29150,8.1,5.275,527.5
29160,8.1,3.657,365.7
29170,8.1,3.968,396.8
29180,8.11,5.175,517.5
29190,8.11,5.03,503.0
29200,8.11,5.169,516.9
29210,8.11,5.216,521.6
29220,8.12,5.309,530.9
29230,8.12,5.381,538.1
29240,8.12,3.415,341.5
29250,8.12,4.417,441.7
29260,8.13,5.316,531.6
29270,8.13,3.761,376.1
29280,8.13,5.31,531.0
29290,8.14,5.338,533.8
29300,8.14,5.278,527.8
29310,8.14,5.317,531.7
29320,8.14,5.245,524.5
29330,8.15,5.29,529.0
29340,8.15,5.267,526.7
29350,8.15,5.324,532.4
29360,8.16,5.356,535.6
29370,8.16,5.47,547.0
29380,8.16,5.325,532.5
29390,8.16,5.318,531.8
29400,8.17,5.574,557.4
29410,8.17,5.467,546.7
29420,8.17,3.403,340.3
29430,8.18,4.149,414.9
29440,8.18,5.37,537.0
29450,8.18,5.3,530.0
29460,8.18,5.463,546.3
29470,8.19,5.217,521.7
29480,8.19,5.35,535.0
29490,8.19,5.393,539.3
29500,8.19,4.074,407.4
29510,8.2,5.341,534.1
29520,8.2,5.43,543.0
29530,8.2,4.522,452.2
29540,8.21,5.474,547.4
29550,8.21,5.523,552.3
29560,8.21,3.516,351.6
29570,8.21,5.469,546.9
29580,8.22,5.494,549.4
29590,8.22,3.885,388.5
29600,8.22,5.317,531.7
29610,8.22,5.463,546.3
29620,8.23,3.789,378.9
29630,8.23,3.346,334.6
29640,8.23,5.577,557.7
29650,8.24,5.543,554.3
29660,8.24,5.538,553.8
29670,8.24,5.563,556.3
29680,8.24,5.54,554.0
29690,8.25,5.463,546.3
29700,8.25,5.521,552.1
29710,8.25,5.478,547.8
29720,8.26,4.088,408.8
29730,8.26,5.655,565.5
29740,8.26,5.518,551.8
29750,8.26,3.922,392.2
29760,8.27,5.544,554.4
29770,8.27,5.647,564.7
29780,8.27,5.437,543.7
29790,8.28,5.615,561.5
29800,8.28,5.693,569.3
29810,8.28,5.527,552.7
29820,8.28,5.592,559.2
29830,8.29,5.797,579.7
29840,8.29,4.101,410.1
29850,8.29,5.566,556.6
29860,8.29,5.605,560.5
29870,8.3,5.755,575.5
29880,8.3,5.763,576.3
29890,8.3,5.553,555.3
29900,8.31,5.537,553.7
29910,8.31,5.759,575.9
29920,8.31,5.671,567.1
29930,8.31,5.751,575.1
29940,8.32,5.828,582.8
29950,8.32,4.759,475.9
29960,8.32,5.632,563.2
29970,8.32,5.755,575.5
29980,8.33,5.688,568.8
29990,8.33,5.75,575.0
30000,8.33,5.711,571.1
30010,8.34,5.8,580.0
30020,8.34,5.88,588.0
30030,8.34,5.535,553.5
30040,8.34,5.694,569.4
30050,8.35,5.929,592.9
30060,8.35,5.785,578.5
30070,8.35,5.806,580.6
30080,8.36,3.717,371.7
30090,8.36,5.217,521.7
30100,8.36,4.081,408.1
30110,8.36,5.844,584.4
30120,8.37,3.651,365.1
30130,8.37,4.946,494.6
30140,8.37,5.838,583.8
30150,8.38,5.731,573.1
30160,8.38,5.916,591.6
30170,8.38,5.744,574.4
30180,8.38,5.775,577.5
30190,8.39,5.843,584.3
30200,8.39,5.767,576.7
30210,8.39,5.815,581.5
30220,8.39,5.991,599.1
30230,8.4,5.952,595.2
30240,8.4,5.763,576.3
30250,8.4,5.957,595.7
30260,8.41,5.827,582.7
30270,8.41,4.778,477.8
30280,8.41,5.849,584.9
30290,8.41,5.842,584.2
30300,8.42,5.816,581.6
30310,8.42,5.958,595.8
30320,8.42,5.793,579.3
30330,8.43,5.887,588.7
30340,8.43,5.02,502.0
30350,8.43,5.983,598.3
30360,8.43,5.82,582.0
30370,8.44,6.073,607.3
30380,8.44,5.948,594.8
30390,8.44,6.043,604.3
30400,8.44,6.053,605.3
30410,8.45,5.996,599.6
30420,8.45,5.989,598.9
30430,8.45,6.023,602.3
30440,8.46,5.976,597.6
30450,8.46,5.864,586.4
30460,8.46,3.635,363.5
30470,8.46,6.276,627.6
30480,8.47,6.011,601.1
30490,8.47,6.005,600.5
30500,8.47,5.214,521.4
30510,8.47,6.052,605.2
30520,8.48,6.332,633.2
30530,8.48,3.936,393.6
30540,8.48,5.928,592.8
30550,8.49,3.696,369.6
30560,8.49,5.304,530.4
30570,8.49,5.977,597.7
30580,8.49,6.053,605.3
30590,8.5,6.118,611.8
30600,8.5,6.027,602.7
30610,8.5,5.945,594.5
30620,8.51,6.041,604.1
30630,8.51,6.127,612.7
30640,8.51,5.97,597.0
30650,8.51,6.325,632.5
30660,8.52,4.049,404.9
30670,8.52,6.143,614.3
30680,8.52,4.188,418.8
30690,8.53,6.194,619.4
30700,8.53,6.002,600.2
30710,8.53,6.023,602.3
30720,8.53,6.292,629.2
30730,8.54,6.111,611.1
30740,8.54,6.334,633.4
30750,8.54,6.15,615.0
30760,8.54,6.125,612.5
30770,8.55,6.121,612.1
30780,8.55,4.805,480.5
30790,8.55,5.055,505.5
30800,8.56,6.306,630.6
30810,8.56,6.204,620.4
30820,8.56,6.178,617.8
30830,8.56,6.24,624.0
30840,8.57,6.071,607.1
30850,8.57,6.129,612.9
30860,8.57,6.333,633.3
30870,8.57,6.207,620.7
30880,8.58,6.208,620.8
30890,8.58,6.113,611.3
30900,8.58,6.188,618.8
30910,8.59,6.297,629.7
30920,8.59,6.352,635.2
30930,8.59,6.284,628.4
30940,8.59,6.469,646.9
30950,8.6,6.382,638.2
30960,8.6,6.348,634.8
30970,8.6,4.494,449.4
30980,8.61,6.196,619.6
30990,8.61,4.25,425.0
31000,8.61,5.0,500.0
31010,8.61,6.347,634.7
31020,8.62,6.301,630.1
31030,8.62,6.157,615.7
31040,8.62,4.273,427.3
31050,8.62,6.335,633.5
31060,8.63,6.235,623.5
31070,8.63,6.279,627.9
31080,8.63,3.813,381.3
31090,8.64,6.251,625.1
31100,8.64,6.417,641.7
31110,8.64,6.442,644.2
31120,8.64,6.48,648.0
31130,8.65,6.509,650.9
31140,8.65,6.565,656.5
31150,8.65,6.321,632.1
31160,8.66,6.436,643.6
31170,8.66,6.604,660.4
31180,8.66,6.391,639.1
31190,8.66,6.514,651.4
31200,8.67,6.481,648.1
31210,8.67,6.397,639.7
31220,8.67,6.495,649.5
31230,8.68,6.398,639.8
31240,8.68,6.429,642.9
31250,8.68,6.565,656.5
31260,8.68,6.507,650.7
31270,8.69,6.477,647.7
31280,8.69,6.445,644.5
31290,8.69,6.44,644.0
31300,8.69,6.465,646.5
31310,8.7,6.491,649.1
31320,8.7,4.477,447.7
31330,8.7,6.568,656.8
31340,8.71,6.341,634.1
31350,8.71,6.702,670.2
31360,8.71,6.44,644.0
31370,8.71,6.587,658.7
31380,8.72,6.45,645.0
31390,8.72,6.453,645.3
31400,8.72,6.443,644.3
31410,8.72,6.586,658.6
31420,8.73,6.491,649.1
31430,8.73,6.53,653.0
31440,8.73,6.408,640.8
31450,8.74,6.76,676.0
31460,8.74,6.617,661.7
31470,8.74,6.658,665.8
31480,8.74,6.485,648.5
31490,8.75,5.103,510.3
31500,8.75,6.503,650.3
31510,8.75,6.779,677.9
31520,8.76,4.099,409.9
31530,8.76,6.461,646.1
31540,8.76,4.423,442.3
31550,8.76,5.334,533.4
31560,8.77,3.999,399.9
31570,8.77,6.579,657.9
31580,8.77,6.747,674.7
31590,8.78,5.472,547.2
31600,8.78,6.747,674.7
31610,8.78,6.574,657.4
31620,8.78,6.462,646.2
31630,8.79,6.783,678.3
31640,8.79,5.996,599.6
31650,8.79,6.576,657.6
31660,8.79,6.601,660.1
31670,8.8,5.588,558.8
31680,8.8,5.392,539.2
31690,8.8,6.706,670.6
31700,8.81,6.6,660.0
31710,8.81,6.723,672.3
31720,8.81,4.241,424.1
31730,8.81,6.772,677.2
31740,8.82,6.622,662.2
31750,8.82,4.805,480.5
31760,8.82,6.503,650.3
31770,8.82,6.849,684.9
31780,8.83,4.943,494.3
31790,8.83,5.081,508.1
31800,8.83,6.85,685.0
31810,8.84,4.266,426.6
31820,8.84,7.018,701.8
31830,8.84,5.756,575.6
31840,8.84,7.116,711.6
31850,8.85,6.781,678.1
31860,8.85,6.83,683.0
31870,8.85,5.674,567.4
31880,8.86,4.96,496.0
31890,8.86,6.681,668.1
31900,8.86,6.826,682.6
31910,8.86,6.778,677.8
31920,8.87,6.826,682.6
31930,8.87,6.875,687.5
31940,8.87,6.853,685.3
31950,8.88,6.899,689.9
31960,8.88,6.752,675.2
31970,8.88,6.87,687.0
31980,8.88,6.719,671.9
31990,8.89,6.894,689.4
32000,8.89,6.906,690.6
32010,8.89,6.902,690.2
32020,8.89,5.177,517.7
32030,8.9,6.885,688.5
32040,8.9,6.905,690.5
32050,8.9,7.023,702.3
32060,8.91,6.954,695.4
32070,8.91,6.818,681.8
32080,8.91,5.301,530.1
32090,8.91,4.658,465.8
32100,8.92,6.88,688.0
32110,8.92,6.98,698.0
32120,8.92,7.031,703.1
32130,8.93,6.045,604.5
32140,8.93,6.999,699.9
32150,8.93,6.995,699.5
32160,8.93,7.046,704.6
32170,8.94,6.906,690.6
32180,8.94,5.699,569.9
32190,8.94,6.898,689.8
32200,8.94,7.029,702.9
32210,8.95,6.917,691.7
32220,8.95,5.148,514.8
32230,8.95,6.939,693.9
32240,8.96,6.993,699.3
32250,8.96,7.029,702.9
32260,8.96,7.071,707.1
32270,8.96,6.877,687.7
32280,8.97,7.021,702.1
32290,8.97,7.118,711.8
32300,8.97,6.988,698.8
32310,8.97,7.09,709.0
32320,8.98,7.084,708.4
32330,8.98,6.978,697.8
32340,8.98,6.98,698.0
32350,8.99,6.393,639.3
32360,8.99,7.139,713.9
32370,8.99,6.906,690.6
32380,8.99,7.093,709.3
32390,9.0,7.044,704.4
32400,9.0,6.91,691.0
32410,9.0,7.074,707.4
32420,9.01,7.04,704.0
32430,9.01,6.87,687.0
32440,9.01,7.213,721.3
32450,9.01,7.082,708.2
32460,9.02,7.09,709.0
32470,9.02,7.041,704.1
32480,9.02,7.194,719.4
32490,9.03,5.63,563.0
32500,9.03,6.917,691.7
32510,9.03,6.656,665.6
32520,9.03,7.295,729.5
32530,9.04,6.956,695.6
32540,9.04,7.401,740.1
32550,9.04,7.194,719.4
32560,9.04,7.2,720.0
32570,9.05,7.308,730.8
32580,9.05,5.946,594.6
32590,9.05,7.003,700.3
32600,9.06,7.05,705.0
32610,9.06,7.079,707.9
32620,9.06,7.194,719.4
32630,9.06,6.999,699.9
32640,9.07,7.187,718.7
32650,9.07,7.135,713.5
32660,9.07,7.369,736.9
32670,9.07,7.093,709.3
32680,9.08,7.297,729.7
32690,9.08,7.285,728.5
32700,9.08,7.258,725.8
32710,9.09,7.279,727.9
32720,9.09,7.155,715.5
32730,9.09,7.188,718.8
32740,9.09,7.259,725.9
32750,9.1,4.492,449.2
32760,9.1,7.387,738.7
32770,9.1,7.214,721.4
32780,9.11,7.212,721.2
32790,9.11,5.47,547.0
32800,9.11,6.281,628.1
32810,9.11,7.09,709.0
32820,9.12,7.188,718.8
32830,9.12,7.316,731.6
32840,9.12,7.162,716.2
32850,9.12,7.39,739.0
32860,9.13,7.318,731.8
32870,9.13,7.5,750.0
32880,9.13,7.363,736.3
32890,9.14,7.437,743.7
32900,9.14,6.211,621.1
32910,9.14,7.373,737.3
32920,9.14,7.397,739.7
32930,9.15,7.264,726.4
32940,9.15,7.282,728.2
32950,9.15,7.408,740.8
32960,9.16,5.927,592.7
32970,9.16,7.41,741.0
32980,9.16,7.482,748.2
32990,9.16,7.441,744.1
33000,9.17,7.469,746.9
33010,9.17,7.483,748.3
33020,9.17,7.447,744.7
33030,9.18,7.35,735.0
33040,9.18,7.356,735.6
33050,9.18,4.77,477.0
33060,9.18,7.267,726.7
33070,9.19,7.494,749.4
33080,9.19,5.525,552.5
33090,9.19,6.542,654.2
33100,9.19,7.216,721.6
33110,9.2,7.668,766.8
33120,9.2,7.451,745.1
33130,9.2,7.386,738.6
33140,9.21,7.485,748.5
33150,9.21,5.151,515.1
33160,9.21,7.283,728.3
33170,9.21,7.357,735.7
33180,9.22,7.328,732.8
33190,9.22,7.416,741.6
33200,9.22,7.649,764.9
33210,9.22,7.728,772.8
33220,9.23,4.707,470.7
33230,9.23,7.499,749.9
33240,9.23,7.276,727.6
33250,9.24,7.434,743.4
33260,9.24,7.372,737.2
33270,9.24,7.597,759.7
33280,9.24,7.638,763.8
33290,9.25,7.597,759.7
33300,9.25,7.63,763.0
33310,9.25,7.718,771.8
33320,9.26,7.608,760.8
33330,9.26,7.757,775.7
33340,9.26,7.551,755.1
33350,9.26,7.544,754.4
33360,9.27,7.466,746.6
33370,9.27,7.575,757.5
33380,9.27,7.513,751.3
33390,9.28,7.542,754.2
33400,9.28,7.597,759.7
33410,9.28,7.75,775.0
33420,9.28,7.47,747.0
33430,9.29,7.61,761.0
33440,9.29,7.447,744.7
33450,9.29,7.54,754.0
33460,9.29,7.751,775.1
33470,9.3,7.566,756.6
33480,9.3,7.589,758.9
33490,9.3,5.407,540.7
33500,9.31,7.432,743.2
33510,9.31,7.673,767.3
